ID,LIKE_COUNT,MESSAGE
1596807160377464_1597956423595871,1,Goga Arsenidze why didnt the bank give an answer to what he wrote
1573343886057125_1574352032622977,5,Rebjata vk vse heroi Gardashi iz Azerbaijan Ahper Iz Armenia Bulbashi iz Belarus I Turki iz Turtsi I Sposibo Vsem Katorie Virazili Zhelanie Pomoch Gruzii V Tushenii Etogo Pozhara Ja Prostoi Gruzin Virazhaju Svoju Blagodarnost Za Vashu Physicheskuju i Moralnuju Podderzhku Our boys your selfsacrifice and bravery to eliminate this accident set a real heroic example for the firemen who came from other countries to put out the fire You are all heroes May the Lord protect you and your families
1573343886057125_1573493562708824,4,Thanks to everyone who participated otherwise the neighboring countries would probably be completely destroyed
1571321552926025_1572129742845206,3,A fantastic and timely example for all Lets green Georgia all together
1571321552926025_1571323812925799,1,This is timely help Respected Bank of Georgia  Bank of Georgia
1571321552926025_1571326569592190,2,He fought the fire and the premium Then who will restore the burnt forest
1560372877354226_1563641107027403,0,Bank of Georgia give me such a bicycle and I promise you I will be a bicycle lover
1544423452282502_1545448695513311,0,Is it collected on a thick card
5355366384521504_404031008336359,0,Papas girl congratulations big girl grow up and make us all happy
5355937481131061_346433097662270,0,God what a beauty it reminds me of the new Athos
5355937481131061_8039914696049082,0,May Georgia be blessed what an amazing beauty
5338256672899142_376343467899543,11,Good luckI am glad to see such a motivated generationI am sure that Sakatsvelo has a bright future
5317637151627761_2204358039740554,1,Warm people with their traditions and beautiful nature
5317637151627761_733872117838484,0,Hello why do you think that for the users of the Android system we are also people and we do not have these Apple devices the Amek button does not add to the click or did that click happen
5309686689089474_1002173943825323,0,Ticket resellers will cheer you up you will sell 5 GEL tickets for 100 GEL at a time 
5305529146171895_3349577451940451,0,Tshen Georgia Tsill Facet Turke
1512613508796830_1512737785451069,2,Very correct
1512613508796830_1512620135462834,0,Rezo Sanadze this year that escalated Kuitsklk
1501137783277736_1504580799600101,2,Its interesting what the six people would say today about todays banks their subsidiary microfinances and extractive threeway money its even more interesting how the beneficiary of the profit of the Bank of Georgia spends his profit in the love of the motherland
1501137783277736_1504001702991344,0,I am crazy about this persons past life
1501137783277736_1504453039612877,0,Such Georgians brought Georgia to us but such banks killed the country 
1493992213992293_1494491350609046,1,LIZZIE Wont it be useful for this project 
1493992213992293_1495226190535562,0,Fighting with the Red Army which consisted mainly of Armenians and AzerbaijanisWhere did you reflect and where However Mevkhshes have more intelligence
1490203337704514_1492616764129838,0,Get out of this desert rats
1490203337704514_1492162984175216,0,Dont have an app for your phone
1487280497996798_1488195364571978,0,Although I respect you and use your series all the time I dont like the new logo compared to the old one Also remove Bank of Georgia written in English in a language understandable to foreign people from the name This is my personal opinion and I didnt like it 
1486263234765191_1486995648025283,19,Motherhood I ask you for one thing give me your land skyturquoiselandemerald my homeland
1486263234765191_1491593920898789,0,You wont be disappointed 
1478590438865804_1478621972195984,3,Moige D 
1475268525864662_1475271745864340,1,Not a useless nation but a useless government
1472835642774617_1476049682453213,0,May God enlighten the soul of such a person in that country and let such people multiply
1472835642774617_1477979585593556,0,May the Lord bless the great Georgian
1472835642774617_1477677162290465,0,Is it the same now 
1472835642774617_1479064975485017,0,See Jacob
1465963896795125_1466356496755865,2,It is my favorite bank 
1459245287466986_1462270173831164,0,B R A V O  11 children and at the same time such an active public activityI cant eat
1459245287466986_1462331097158405,0,Can you help me with the music link Bank of Georgia  Bank of Georgia
1452548908136624_1458497660875082,0,My soul belongs to the sheep my heart beats for the samsoblo and the meat has been sacrificed for you This was his last speech He was a real great patriot of Georgia
1452548908136624_1456513887740126,0,Georgia is being killed by treacherous Georgians who threw away money
1437545292970319_1439671969424318,0,I wish todays banks also cared about education and financed talented and poor students for free
1423000624424786_1423831354341713,0,  Only longitude 
1423000624424786_1425598224165026,0,Put a soundtrack
1416172348440947_1431605816897600,0,Think about Georgia as well maybe Georgian natural products will gradually replace Turkish and Chinese genetically modified products otherwise our children will get sick
1409200125804836_1414773705247478,0,Buy tea that is made
1400921513299364_2015187975206045,0,I changed you to the right my scumbags you are proud of me
1394053580652824_3889576594433831,0,There is nothing better for a mother to hear than this
1383528955038620_1384476434943872,0,I want to go again
1370708112987371_1375423582515824,0,Tsakme is fine with me thank you
1363485653709617_1369968236394692,0,And what about one kilo
1361517587239757_1361635800561269,0,Where is Chagara Mtatsmindaaa
1361517587239757_1363529717038544,0,Undoubtedly flying is a trick
1348779971846852_1352216331503216,0,If you have vacancies
